Date,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,close,high,low,volume,vwap,returns,y_A_0,y_A_1,y_A_2,y_A_3,y_A_4,y_A_5,y_A_6,y_A_7,y_A_8,y_A_9
,,,,,,,,,,,,,,,,,2.8724944e-06,0.22167948,0.0,0.17058724,0.0,8.121966e-08,1.980972e-13,0.21367519,1.9121855e-27,0.39405513
,,,,,,,,,,,,,,,,,1.7421123e-18,2.2875882e-26,0.17054315,1.7735334e-26,0.21046962,7.844506e-33,4.996088e-21,0.10382652,0.48594484,0.029215863
,,,,,,,,,,,,,,,,,1.8416e-18,2.4970742e-26,0.17829512,1.9737064e-26,0.21642826,8.393787e-33,5.149365e-21,0.107159995,0.4683128,0.029803803
,,,,,,,,,,,,,,,,,0.0007137279,0.011813063,0.0,0.008660344,0.0,0.23035093,7.2115053e-10,0.23656225,8.884328e-24,0.5118997
,,,,,,,,,,,,,,,,,0.00071672583,0.01350978,0.0,0.009841903,0.0,0.2440211,7.195824e-10,0.22508638,7.528989e-24,0.50682414
,,,,,,,,,,,,,,,,,0.0007176613,0.013017301,0.0,0.009498355,0.0,0.24002436,7.216066e-10,0.22844693,7.918654e-24,0.5082954
,,,,,,,,,,,,,,,,,0.0007057413,0.011614139,0.0,0.008577591,0.0,0.22452104,7.1747663e-10,0.23961441,9.2302106e-24,0.514967
,,,,,,,,,,,,,,,,,0.00063873496,0.01036904,0.0,0.00799212,0.0,0.188374,6.8313066e-10,0.25937986,1.16421015e-23,0.5332463
,,,,,,,,,,,,,,,,,0.00071281026,0.011123018,0.0,0.0081555955,0.0,0.22554617,7.229541e-10,0.24097809,9.502821e-24,0.51348436
,,,,,,,,,,,,,,,,,2.8011618e-05,0.0007456047,0.0,0.0012017938,0.0,0.02107566,8.704307e-06,0.40718365,5.5149547e-20,0.5697566
,,,,,,,,,,,,,,,,,2.8458822e-05,0.00075117906,0.0,0.0012107487,0.0,0.021608368,8.6009e-06,0.40554366,5.3235254e-20,0.57084894
,,,,,,,,,,,,,,,,,2.9802643e-05,0.00078673207,0.0,0.0012526512,0.0,0.024354283,8.406021e-06,0.39632386,4.654408e-20,0.5772443
,,,,,,,,,,,,,,,,,3.028777e-05,0.0008321468,0.0,0.0013152075,0.0,0.025708662,8.364449e-06,0.3912732,4.3076022e-20,0.5808322
,,,,,,,,,,,,,,,,,2.5957586e-05,0.00073544955,0.0,0.0011534437,0.0,0.017444834,8.548204e-06,0.4213385,6.270396e-20,0.55929327
,,,,,,,,,,,,,,,,,3.0433668e-05,0.0007061267,0.0,0.0010584116,0.0,0.02994737,8.025284e-06,0.387974,4.065754e-20,0.58027565
,,,,,,,,,,,,,,,,,3.562285e-09,0.0677765,0.0,0.05249614,0.0,0.14370498,1.3544346e-09,0.47635025,4.1161237e-29,0.2596722
,,,,,,,,,,,,,,,,,3.387409e-09,0.059737306,0.0,0.043867018,0.0,0.13844904,1.2531753e-09,0.49053285,4.4101482e-29,0.26741374
,,,,,,,,,,,,,,,,,3.4568017e-09,0.06355095,0.0,0.04766533,0.0,0.13948189,1.2949292e-09,0.4851433,4.2732206e-29,0.26415852
,,,,,,,,,,,,,,,,,3.417157e-09,0.06282548,0.0,0.04707017,0.0,0.13583367,1.2889915e-09,0.48844448,4.3270196e-29,0.2658262
,,,,,,,,,,,,,,,,,3.3900016e-09,0.061090525,0.0,0.045482263,0.0,0.13665612,1.2658623e-09,0.4895235,4.3206276e-29,0.26724756
,,,,,,,,,,,,,,,,,3.6398218e-09,0.07361031,0.0,0.058216445,0.0,0.13995612,1.4389151e-09,0.47230825,4.1602943e-29,0.25590894
,,,,,,,,,,,,,,,,,1.8427762e-07,0.23026274,0.0,0.19772801,0.0,6.0445996e-05,4.4301338e-12,0.19242106,9.1108847e-32,0.37952757
,,,,,,,,,,,,,,,,,1.8533366e-07,0.2367691,0.0,0.20466675,0.0,7.224771e-05,4.7233064e-12,0.17662096,9.000738e-32,0.38187075
,,,,,,,,,,,,,,,,,1.854016e-07,0.23824096,0.0,0.2059854,0.0,7.358969e-05,4.7509553e-12,0.17436399,8.9513824e-32,0.38133585
,,,,,,,,,,,,,,,,,1.8442431e-07,0.23698878,0.0,0.20942608,0.0,7.947131e-05,4.7583205e-12,0.17236517,8.882453e-32,0.38114035
,,,,,,,,,,,,,,,,,1.8448908e-07,0.23761705,0.0,0.20908366,0.0,7.807362e-05,4.7545748e-12,0.17250201,8.8775767e-32,0.380719
,,,,,,,,,,,,,,,,,1.8446875e-07,0.23659731,0.0,0.20774373,0.0,7.626392e-05,4.705588e-12,0.17488436,8.872958e-32,0.38069808
,,,,,,,,,,,,,,,,,0.00015398212,8.076288e-05,0.0,6.704065e-05,0.0,0.082437,1.1753599e-15,0.46588796,1.0521535e-27,0.45137325
,,,,,,,,,,,,,,,,,0.00015364664,8.16659e-05,0.0,6.822204e-05,0.0,0.08077295,1.1811683e-15,0.4660182,1.0654387e-27,0.45290533
,,,,,,,,,,,,,,,,,0.00015404752,8.173744e-05,0.0,6.791475e-05,0.0,0.08261907,1.1745591e-15,0.46528998,1.04183055e-27,0.45178723
,,,,,,,,,,,,,,,,,6.5498983e-25,2.269103e-30,0.79574645,9.78322e-31,0.06238049,0.0,1.03016165e-22,0.023433074,0.0054917103,0.112948276
,,,,,,,,,,,,,,,,,0.00015473035,8.727945e-05,0.0,7.245706e-05,0.0,0.08517892,1.167768e-15,0.46138018,9.698449e-28,0.45312646
,,,,,,,,,,,,,,,,,0.00015476815,8.8109235e-05,0.0,7.310701e-05,0.0,0.085614145,1.1660765e-15,0.46069783,9.583595e-28,0.453372
,,,,,,,,,,,,,,,,,9.022266e-05,0.005519741,1.2720047e-38,0.002145618,1.2549459e-26,1.2809703e-10,1.2610802e-09,0.64312494,2.8201509e-15,0.3491195
,,,,,,,,,,,,,,,,,0.00023934162,0.011120818,0.0,0.0037076517,2.3177369e-27,1.1141914e-09,1.9848898e-09,0.6344046,1.2761515e-15,0.35052758
,,,,,,,,,,,,,,,,,0.00030357137,0.0120742675,0.0,0.0038612366,1.2100443e-27,2.5260638e-09,2.1331275e-09,0.6512765,1.0492157e-15,0.33248442
,,,,,,,,,,,,,,,,,0.00029161744,0.01763597,0.0,0.006129247,1.8858136e-27,1.8115667e-09,2.0539255e-09,0.6370857,9.013286e-16,0.33885744
,,,,,,,,,,,,,,,,,0.00025981752,0.012951484,0.0,0.0044827308,1.9866786e-27,1.5986685e-09,2.0071502e-09,0.6490194,1.1378269e-15,0.33328655
,,,,,,,,,,,,,,,,,0.00031268987,0.016272727,0.0,0.005644121,1.4429378e-27,2.4718645e-09,2.435162e-09,0.61486095,1.0805109e-15,0.3629095
,,,,,,,,,,,,,,,,,1.3883591e-15,8.107557e-17,8.330405e-31,1.1194176e-17,2.5587839e-20,2.850314e-23,1.0094336e-15,0.46151283,0.0015869885,0.53690016
,,,,,,,,,,,,,,,,,1.323487e-15,8.064181e-17,4.3950713e-31,1.1458182e-17,1.5159523e-20,3.239277e-23,8.45116e-16,0.49371022,0.0013340572,0.5049557
,,,,,,,,,,,,,,,,,1.470716e-15,9.818777e-17,6.1723925e-31,1.437528e-17,2.018948e-20,3.7438603e-23,1.0689213e-15,0.47807625,0.0014379217,0.5204858
,,,,,,,,,,,,,,,,,1.5368621e-15,1.0881362e-16,2.9360858e-31,1.6560154e-17,1.1872568e-20,4.956832e-23,9.686067e-16,0.5281311,0.0011979959,0.47067082
